a	ˈeɪ
pop	pˈɑːp
pope	pˈoʊp
popular	pˈɑːpjʊlɚ
popularity	pˌɑːpjʊlˈæɹᵻɾi
population	pˌɑːpjʊlˈeɪʃən
populations	pˌɑːpjʊlˈeɪʃənz
por	pˈɔːɹ
porcelain	pˈɔːɹsɪlˌɪn
porn	pˈɔːɹn
porno	pˈɔːɹnoʊ
port	pˈɔːɹt
portable	pˈɔːɹɾəbəl
portal	pˈɔːɹɾəl
porter	pˈɔːɹɾɚ
portfolio	pɔːɹtfˈoʊlɪˌoʊ
portion	pˈɔːɹʃən
portions	pˈɔːɹʃənz
portland	pˈɔːɹtlənd
portrait	pˈɔːɹtɹɪt
ports	pˈɔːɹts
portugal	pˈɔːɹtʃəɡəl
portuguese	pˌɔːɹtʃəɡˈiːz
pos	pˈɑːs
position	pəzˈɪʃən
positions	pəzˈɪʃənz
positive	pˈɑːzᵻtˌɪv
possession	pəzˈɛʃən
possibilities	pˌɑːsəbˈɪlᵻɾiz
possibility	pˌɑːsəbˈɪlᵻɾi
possible	pˈɑːsᵻbəl
possibly	pˈɑːsᵻbli
post	pˈoʊst
postage	pˈoʊstɪdʒ
postal	pˈoʊstəl
posted	pˈoʊstᵻd
poster	pˈoʊstɚ
posters	pˈoʊstɚz
posting	pˈoʊstɪŋ
postposted	pˈoʊstpoʊstᵻd
posts	pˈoʊsts
pot	pˈɑːt
potential	pətˈɛnʃəl
potentially	pətˈɛnʃəli
potter	pˈɑːɾɚ
pottery	pˈɑːɾɚɹi
pound	pˈaʊnd
pounds	pˈaʊndz
pour	pˈɔːɹ
poverty	pˈɑːvɚɾi
powder	pˈaʊdɚ
powell	pˈaʊɛl
power	pˈaʊɚ
powered	pˈaʊɚd
powerful	pˈaʊɚfəl
powerpoint	pˈaʊɚpˌɔɪnt
powers	pˈaʊɚz
pp	pˌiːpˈiː
ppc	pˌiːpˌiːsˈiː
pr	pˌiːˈɑːɹ
practical	pɹˈæktɪkəl
practice	pɹˈæktɪs
practices	pɹˈæktɪsᵻz
practitioners	pɹæktˈɪʃənɚz
prague	pɹˈɑːɡ
prairie	pɹˈɛɹi
praise	pɹˈeɪz
pray	pɹˈeɪ
prayer	pɹˈɛɹ
pre	pɹˈiː
precious	pɹˈɛʃəs
precise	pɹɪsˈaɪs
precision	pɹɪsˈɪʒən
predicted	pɹɪdˈɪktᵻd
prediction	pɹɪdˈɪkʃən
prefer	pɹɪfˈɜː
preference	pɹˈɛfɹəns
preferences	pɹˈɛfɹənsᵻz
preferred	pɹɪfˈɜːd
pregnancy	pɹˈɛɡnənsi
pregnant	pɹˈɛɡnənt
preliminary	pɹɪlˈɪmɪnˌɛɹi
premier	pɹəmˈɪɹ
premises	pɹˈɛmɪsᵻz
premium	pɹˈiːmiəm
prep	pɹˈɛp
preparation	pɹˌɛpɚɹˈeɪʃən
prepare	pɹɪpˈɛɹ
prepared	pɹɪpˈɛɹd
preparing	pɹɪpˈɛɹɪŋ
prescribed	pɹɪskɹˈaɪbd
prescription	pɹɪskɹˈɪpʃən
presence	pɹˈɛzəns
present	pɹˈɛzənt
presentation	pɹˌɛzəntˈeɪʃən
presentations	pɹˌɛzəntˈeɪʃənz
presented	pɹɪzˈɛntᵻd
presents	pɹˈɛzənts
preservation	pɹˌɛzɚvˈeɪʃən
preserve	pɹɪzˈɜːv
president	pɹˈɛzɪdənt
presidential	pɹˌɛzɪdˈɛnʃəl
press	pɹˈɛs
pressure	pɹˈɛʃɚ
pretty	pɹˈɪɾi
prev	pɹˈɛv
prevent	pɹɪvˈɛnt
preventing	pɹɪvˈɛntɪŋ
prevention	pɹɪvˈɛnʃən
preview	pɹˈiːvjuː
previews	pɹˈiːvjuːz
previous	pɹˈiːviəs
previously	pɹˈiːviəsli
price	pɹˈaɪs
priced	pɹˈaɪst
prices	pɹˈaɪsᵻz
pricing	pɹˈaɪsɪŋ
pride	pɹˈaɪd
priest	pɹˈiːst
primarily	pɹaɪmˈɛɹᵻli
primary	pɹˈaɪmɚɹi
prime	pɹˈaɪm
prince	pɹˈɪns
princess	pɹˈɪnsɛs
princeton	pɹˈɪnstən
principal	pɹˈɪnsɪpəl
principle	pɹˈɪnsɪpəl
principles	pɹˈɪnsɪpəlz
print	pɹˈɪnt
printable	pɹˈɪntəbəl
printed	pɹˈɪntᵻd
printer	pɹˈɪntɚ
printers	pɹˈɪntɚz
printing	pɹˈɪntɪŋ
prints	pɹˈɪnts
prior	pɹˈaɪɚ
priorities	pɹaɪˈɔːɹᵻɾiz
priority	pɹaɪˈɔːɹᵻɾi
prison	pɹˈɪzən
privacy	pɹˈaɪvəsi
private	pɹˈaɪvət
prize	pɹˈaɪz
prizes	pɹˈaɪzᵻz
pro	pɹˈoʊ
probability	pɹˌɑːbəbˈɪlᵻɾi
probably	pɹˈɑːbəbli
probe	pɹˈoʊb
problem	pɹˈɑːbləm
problems	pɹˈɑːbləmz
proc	pɹˈɑːk
procedure	pɹəsˈiːdʒɚ
procedures	pɹəsˈiːdʒɚz
proceed	pɹəsˈiːd
proceeding	pɹəsˈiːdɪŋ
proceedings	pɹəsˈiːdɪŋz
proceeds	pɹˈoʊsiːdz
process	pɹˈɑːsɛs
processed	pɹˈɑːsɛst
processes	pɹˈɑːsɛsᵻz
processing	pɹˈɑːsɛsɪŋ
processor	pɹˈɑːsɛsɚ
processors	pɹˈɑːsɛsɚz
procurement	pɹəkjˈʊɹmənt
produce	pɹədˈuːs
produced	pɹədˈuːst
producer	pɹədˈuːsɚ
producers	pɹədˈuːsɚz
produces	pɹədˈuːsᵻz
producing	pɹədˈuːsɪŋ
product	pɹˈɑːdʌkt
production	pɹədˈʌkʃən
productions	pɹədˈʌkʃənz
productive	pɹədˈʌktɪv
productivity	pɹˌɑːdəktˈɪvᵻɾi
products	pɹˈɑːdʌkts
profession	pɹəfˈɛʃən
professional	pɹəfˈɛʃənəl
professionals	pɹəfˈɛʃənəlz
professor	pɹəfˈɛsɚ
profile	pɹˈoʊfaɪl
profiles	pɹˈoʊfaɪlz
profit	pɹˈɑːfɪt
profits	pɹˈɑːfɪts
program	pɹˈoʊɡɹæm
programme	pɹˈoʊɡɹæm
programmes	pɹˈoʊɡɹæmz
programming	pɹˈoʊɡɹæmɪŋ
programs	pɹˈoʊɡɹæmz
progress	pɹˈɑːɡɹɛs
progressive	pɹəɡɹˈɛsɪv
prohibited	pɹəhˈɪbɪɾᵻd
project	pɹˈɑːdʒɛkt
projected	pɹədʒˈɛktᵻd
projection	pɹədʒˈɛkʃən
projector	pɹədʒˈɛktɚ
projectors	pɹədʒˈɛktɚz
projects	pɹˈɑːdʒɛkts
promise	pɹˈɑːmɪs
promised	pɹˈɑːmɪst
promote	pɹəmˈoʊt
promoting	pɹəmˈoʊɾɪŋ
promotion	pɹəmˈoʊʃən
promotional	pɹəmˈoʊʃənəl
promotions	pɹəmˈoʊʃənz
prompt	pɹˈɑːmpt
proof	pɹˈuːf
proper	pɹˈɑːpɚ
properly	pɹˈɑːpɚli
properties	pɹˈɑːpɚɾiz
property	pɹˈɑːpɚɾi
proportion	pɹəpˈɔːɹʃən
proposal	pɹəpˈoʊzəl
proposals	pɹəpˈoʊzəlz
proposed	pɹəpˈoʊzd
proprietary	pɹəpɹˈaɪətɛɹi
pros	pɹˈoʊz
prospect	pɹˈɑːspɛkt
prospective	pɹəspˈɛktɪv
prospects	pɹˈɑːspɛkts
prostores	pɹˈɑːstɔːɹz
prot	pɹˈɑːt
protect	pɹətˈɛkt
protected	pɹətˈɛktᵻd
protecting	pɹətˈɛktɪŋ
protection	pɹətˈɛkʃən
protective	pɹətˈɛktɪv
protein	pɹˈoʊtiːn
proteins	pɹˈoʊtiːnz
protest	pɹˈoʊtɛst
protocol	pɹˈoʊɾəkˌɑːl
protocols	pɹˈoʊɾəkˌɑːlz
proud	pɹˈaʊd
prove	pɹˈuːv
proved	pɹˈuːvd
proven	pɹˈuːvən
provide	pɹəvˈaɪd
provided	pɹəvˈaɪdᵻd
providence	pɹˈɑːvɪdəns
provider	pɹəvˈaɪdɚ
providers	pɹəvˈaɪdɚz
provides	pɹəvˈaɪdz
providing	pɹəvˈaɪdɪŋ
province	pɹˈɑːvɪns
provincial	pɹəvˈɪnʃəl
provision	pɹəvˈɪʒən
provisions	pɹəvˈɪʒənz
proxy	pɹˈɑːksi
ps	pˌiːˈɛs
psp	pˌiːˌɛspˈiː
pst	pˌiːˌɛstˈiː
psychological	saɪkəlˈɑːdʒɪkəl
psychology	saɪkˈɑːlədʒi
pt	pˌiːtˈiː
pts	pˌiːtˌiːˈɛs
pty	tˈaɪ
pub	pˈʌb
public	pˈʌblɪk
publication	pˌʌblɪkˈeɪʃən
publications	pˌʌblɪkˈeɪʃənz
publicly	pˈʌblɪkli
publish	pˈʌblɪʃ
published	pˈʌblɪʃt
publisher	pˈʌblɪʃɚ
publishers	pˈʌblɪʃɚz
publishing	pˈʌblɪʃɪŋ
pubmed	pˈʌbəmd
puerto	pwˈɛɹɾoʊ
pull	pˈʊl
pulled	pˈʊld
pulse	pˈʌls
pump	pˈʌmp
pumps	pˈʌmps
punishment	pˈʌnɪʃmənt
punk	pˈʌŋk
pupils	pjˈuːpəlz
purchase	pˈɜːtʃɪs
purchased	pˈɜːtʃɪst
purchases	pˈɜːtʃɪsᵻz
purchasing	pˈɜːtʃɪsɪŋ
pure	pjˈʊɹ
purple	pˈɜːpəl
purpose	pˈɜːpəs
purposes	pˈɜːpəsᵻz
pursuant	pɚsˈuːənt
pursue	pɚsˈuː
push	pˈʊʃ
pussy	pˈʊsi
put	pˈʊt
puts	pˈʊts
putting	pˈʊɾɪŋ
puzzle	pˈʌzəl
puzzles	pˈʌzəlz
python	pˈaɪθən
q	kjˈuː
qty	kjˌuːtˌiːwˈaɪ
qualifications	kwˌɔlɪfɪkˈeɪʃənz
qualified	kwˈɔlᵻfˌaɪd
qualify	kwˈɔlᵻfˌaɪ
quality	kwˈɔlᵻɾi
quantities	kwˈɔntᵻɾiz
quantity	kwˈɔntᵻɾi
quantum	kwˈɔntəm
quarter	kwˈɔːɹɾɚ
quarterly	kwˈɔːɹɾɚli
quarters	kwˈɔːɹɾɚz
que	kwˈɛ
quebec	kwᵻbˈɛk
queen	kwˈiːn
queensland	kwˈiːnslənd
queries	kwˈiəɹɪz
query	kwˈiəɹi
quest	kwˈɛst
question	kwˈɛstʃən
questions	kwˈɛstʃənz
queue	kjˈuː
quick	kwˈɪk
quickly	kwˈɪkli
quiet	kwˈaɪət
quit	kwˈɪt
quite	kwˈaɪt
quiz	kwˈɪz
quotations	kwoʊtˈeɪʃənz
quote	kwˈoʊt
quoted	kwˈoʊɾᵻd
quotes	kwˈoʊts
r	ˈɑːɹ
ra	ɹˈɑː
rabbit	ɹˈæbɪt
race	ɹˈeɪs
races	ɹˈeɪsᵻz
rachel	ɹˈeɪtʃəl
racial	ɹˈeɪʃəl
racing	ɹˈeɪsɪŋ
rack	ɹˈæk
racks	ɹˈæks
radar	ɹˈeɪdɑːɹ
radiation	ɹˌeɪdɪˈeɪʃən
radical	ɹˈædɪkəl
radio	ɹˈeɪdɪˌoʊ
radius	ɹˈeɪdɪəs
raid	ɹˈeɪd
rail	ɹˈeɪl
railroad	ɹˈeɪlɹoʊd
railway	ɹˈeɪlweɪ
rain	ɹˈeɪn
rainbow	ɹˈeɪnboʊ
raise	ɹˈeɪz
raised	ɹˈeɪzd
raising	ɹˈeɪzɪŋ
raleigh	ɹˈɑːli
rally	ɹˈæli
ralph	ɹˈælf
ram	ɹˈæm
ran	ɹˈæn
ranch	ɹˈæntʃ
random	ɹˈændəm
randy	ɹˈændi
range	ɹˈeɪndʒ
ranges	ɹˈeɪndʒᵻz
ranging	ɹˈeɪndʒɪŋ
rank	ɹˈæŋk
ranked	ɹˈæŋkt
ranking	ɹˈæŋkɪŋ
rankings	ɹˈæŋkɪŋz
ranks	ɹˈæŋks
rap	ɹˈæp
rape	ɹˈeɪp
rapid	ɹˈæpɪd
rapidly	ɹˈæpɪdli
rapids	ɹˈæpɪdz
rare	ɹˈɛɹ
rarely	ɹˈɛɹli
rat	ɹˈæt
rate	ɹˈeɪt
rated	ɹˈeɪɾᵻd
rates	ɹˈeɪts
rather	ɹˈæðɚ
rating	ɹˈeɪɾɪŋ
ratings	ɹˈeɪɾɪŋz
ratio	ɹˈeɪʃɪˌoʊ
rats	ɹˈæts
raw	ɹˈɔː
ray	ɹˈeɪ
raymond	ɹˈeɪmənd
rc	ˌɑːɹsˈiː
rd	ˌɑːɹdˈiː
re	ɹˌiː
reach	ɹˈiːtʃ
reached	ɹˈiːtʃt
reaching	ɹˈiːtʃɪŋ
reaction	ɹɪˈækʃən
reactions	ɹɪˈækʃənz
read	ɹˈiːd
reader	ɹˈiːdɚ
readers	ɹˈiːdɚz
reading	ɹˈiːdɪŋ
readings	ɹˈiːdɪŋz
reads	ɹˈiːdz
ready	ɹˈɛdi
real	ɹˈiːəl
realistic	ɹiːəlˈɪstɪk
reality	ɹɪˈælᵻɾi
realize	ɹˈiːəlaɪz
realized	ɹˈiːəlaɪzd
really	ɹˈiəli
realty	ɹˈiːəlti
rear	ɹˈɪɹ
reason	ɹˈiːzən
reasonable	ɹˈiːzənəbəl
reasonably	ɹˈiːzənəbli
reasons	ɹˈiːzənz
rebate	ɹˈiːbeɪt
rebecca	ɹᵻbˈɛkə
rec	ɹˈɛk
recall	ɹˈiːkɔːl
receipt	ɹᵻsˈiːt
receive	ɹᵻsˈiːv
received	ɹᵻsˈiːvd
receiver	ɹᵻsˈiːvɚ
receives	ɹᵻsˈiːvz
receiving	ɹᵻsˈiːvɪŋ
recent	ɹˈiːsənt
recently	ɹˈiːsəntli
reception	ɹᵻsˈɛpʃən
receptor	ɹᵻsˈɛptɚ
recipe	ɹˈɛsᵻpˌiː
recipes	ɹˈɛsᵻpˌiːz
recipient	ɹᵻsˈɪpiənt
recipients	ɹᵻsˈɪpiənts
recognition	ɹˌɛkəɡnˈɪʃən
recognize	ɹˈɛkəɡnˌaɪz
recognized	ɹˈɛkəɡnˌaɪzd
recommend	ɹˌɛkəmˈɛnd
recommendation	ɹˌɛkəmɛndˈeɪʃən
recommendations	ɹˌɛkəmɛndˈeɪʃənz
recommended	ɹˌɛkəmˈɛndᵻd
recommends	ɹˌɛkəmˈɛndz
reconstruction	ɹˌiːkənstɹˈʌkʃən
record	ɹˈɛkɚd
recorded	ɹᵻkˈɔːɹdᵻd
recorder	ɹᵻkˈɔːɹdɚ
recording	ɹᵻkˈɔːɹdɪŋ
recordings	ɹᵻkˈɔːɹdɪŋz
records	ɹˈɛkɚdz
recover	ɹᵻkˈʌvɚ
recovery	ɹᵻkˈʌvɚɹi
recreation	ɹˌɛkɹiːˈeɪʃən
recreational	ɹˌɛkɹiːˈeɪʃənəl
recruiting	ɹᵻkɹˈuːɾɪŋ
recruitment	ɹᵻkɹˈuːtmənt
recycling	ɹᵻsˈaɪklɪŋ
red	ɹˈɛd
redeem	ɹᵻdˈiːm
reduce	ɹᵻdˈuːs
reduced	ɹᵻdˈuːst
reduces	ɹᵻdˈuːsᵻz
reducing	ɹᵻdˈuːsɪŋ
reduction	ɹᵻdˈʌkʃən
reed	ɹˈiːd
ref	ɹˈɛf
refer	ɹᵻfˈɜː
reference	ɹˈɛfɹəns
references	ɹˈɛfɹənsᵻz
referral	ɹᵻfˈɜːɹəl
referred	ɹᵻfˈɜːd
referring	ɹᵻfˈɜːɹɪŋ
refers	ɹᵻfˈɜːz
refinance	ɹᵻfaɪnˈæns
refine	ɹᵻfˈaɪn
reflect	ɹᵻflˈɛkt
reflected	ɹᵻflˈɛktᵻd
reflection	ɹᵻflˈɛkʃən
reflects	ɹᵻflˈɛkts
reform	ɹᵻfˈɔːɹm
refund	ɹᵻfˈʌnd
refuse	ɹᵻfjˈuːz
refused	ɹᵻfjˈuːzd
reg	ɹˈɛdʒ
regard	ɹᵻɡˈɑːɹd
regarding	ɹᵻɡˈɑːɹdɪŋ
regardless	ɹᵻɡˈɑːɹdləs
regards	ɹᵻɡˈɑːɹdz
regime	ɹeɪʒˈiːm
region	ɹˈiːdʒən
regional	ɹˈiːdʒənəl
regions	ɹˈiːdʒənz
register	ɹˈɛdʒɪstɚ
registered	ɹˈɛdʒɪstɚd
registrar	ɹˈɛdʒɪstɹˌɑːɹ
registration	ɹˌɛdʒɪstɹˈeɪʃən
registry	ɹˈɛdʒɪstɹi
regular	ɹˈɛɡjʊlɚ
regularly	ɹˈɛɡjʊlɚli
regulated	ɹˈɛɡjʊlˌeɪɾᵻd
regulation	ɹˌɛɡjʊlˈeɪʃən
regulations	ɹˌɛɡjʊlˈeɪʃənz
regulatory	ɹˈɛɡjʊlətˌɔːɹi
rehabilitation	ɹᵻhˌæbɪlɪtˈeɪʃən
rejected	ɹᵻdʒˈɛktᵻd
relate	ɹᵻlˈeɪt
related	ɹᵻlˈeɪɾᵻd
relating	ɹᵻlˈeɪɾɪŋ
relation	ɹᵻlˈeɪʃən
relations	ɹᵻlˈeɪʃənz
relationship	ɹᵻlˈeɪʃənʃˌɪp
relationships	ɹᵻlˈeɪʃənʃˌɪps
relative	ɹˈɛlətˌɪv
relatively	ɹˈɛlətˌɪvli
relax	ɹᵻlˈæks
relay	ɹˈiːleɪ
release	ɹᵻlˈiːs
released	ɹᵻlˈiːst
releases	ɹᵻlˈiːsᵻz
relevance	ɹˈɛlᵻvəns
relevant	ɹˈɛlᵻvənt
reliability	ɹᵻlˌaɪəbˈɪlᵻɾi
reliable	ɹᵻlˈaɪəbəl
relief	ɹᵻlˈiːf
religion	ɹᵻlˈɪdʒən
religious	ɹᵻlˈɪdʒəs
reload	ɹᵻlˈoʊd
relocation	ɹᵻloʊkˈeɪʃən
rely	ɹᵻlˈaɪ
remain	ɹᵻmˈeɪn
remained	ɹᵻmˈeɪnd
remaining	ɹᵻmˈeɪnɪŋ
remains	ɹᵻmˈeɪnz
remarkable	ɹᵻmˈɑːɹkəbəl
remarks	ɹᵻmˈɑːɹks
remember	ɹᵻmˈɛmbɚ
remembered	ɹᵻmˈɛmbɚd
reminder	ɹᵻmˈaɪndɚ
remix	ɹᵻmˈɪks
remote	ɹᵻmˈoʊt
removal	ɹᵻmˈuːvəl
remove	ɹᵻmˈuːv
removed	ɹᵻmˈuːvd
removing	ɹᵻmˈuːvɪŋ
renaissance	ɹˈɛnəsˌɑːns
renewal	ɹᵻnjˈuːəl
reno	ɹˈiːnoʊ
rent	ɹˈɛnt
rental	ɹˈɛntəl
rentals	ɹˈɛntəlz
rep	ɹˈɛp
repair	ɹᵻpˈɛɹ
repairs	ɹᵻpˈɛɹz
repeat	ɹᵻpˈiːt
repeated	ɹᵻpˈiːɾᵻd
replace	ɹᵻplˈeɪs
replaced	ɹᵻplˈeɪst
replacement	ɹᵻplˈeɪsmənt
replica	ɹˈɛplɪkə
replied	ɹᵻplˈaɪd
replies	ɹᵻplˈaɪz
reply	ɹᵻplˈaɪ
report	ɹᵻpˈɔːɹt
reported	ɹᵻpˈɔːɹɾᵻd
reporter	ɹᵻpˈɔːɹɾɚ
reporting	ɹᵻpˈɔːɹɾɪŋ
reports	ɹᵻpˈɔːɹts
repository	ɹᵻpˈɑːzɪtˌɔːɹi
represent	ɹˌɛpɹᵻzˈɛnt
representation	ɹˌɛpɹᵻzˈɛntˈeɪʃən
representative	ɹˌɛpɹᵻzˈɛntətˌɪv
representatives	ɹˌɛpɹᵻzˈɛntətˌɪvz
represented	ɹˌɛpɹᵻzˈɛntᵻd
representing	ɹˌɛpɹᵻzˈɛntɪŋ
represents	ɹˌɛpɹᵻzˈɛnts
reprints	ɹᵻpɹˈɪnts
reproduced	ɹᵻpɹədˈuːst
reproduction	ɹᵻpɹədˈʌkʃən
republic	ɹᵻpˈʌblɪk
republican	ɹᵻpˈʌblɪkən
republicans	ɹᵻpˈʌblɪkənz
reputation	ɹˌɛpjuːtˈeɪʃən
request	ɹᵻkwˈɛst
requested	ɹᵻkwˈɛstᵻd
requests	ɹᵻkwˈɛsts
require	ɹᵻkwˈaɪɚ
required	ɹᵻkwˈaɪɚd
requirement	ɹᵻkwˈaɪɚmənt
requirements	ɹᵻkwˈaɪɚmənts
requires	ɹᵻkwˈaɪɚz
requiring	ɹᵻkwˈaɪɚɹɪŋ
res	ɹˈɛz
rescue	ɹˈɛskjuː
research	ɹᵻsˈɜːtʃ
researchers	ɹᵻsˈɜːtʃɚz
reseller	ɹiːsˈɛlɚ
reservation	ɹˌɛzɚvˈeɪʃən
reservations	ɹˌɛzɚvˈeɪʃənz
reserve	ɹɪzˈɜːv
reserved	ɹɪzˈɜːvd
reserves	ɹɪzˈɜːvz
reset	ɹᵻsˈɛt
residence	ɹˈɛzᵻdəns
resident	ɹˈɛzᵻdənt
residential	ɹˌɛzᵻdˈɛnʃəl
residents	ɹˈɛzᵻdənts
resistance	ɹᵻsˈɪstəns
resistant	ɹᵻsˈɪstənt
resolution	ɹˌɛzəlˈuːʃən
resolutions	ɹˌɛzəlˈuːʃənz
resolve	ɹᵻzˈɑːlv
resolved	ɹᵻzˈɑːlvd
resort	ɹᵻzˈɔːɹt
resorts	ɹᵻzˈɔːɹts
resource	ɹᵻsˈɔːɹs
resources	ɹᵻsˈɔːɹsᵻz
respect	ɹᵻspˈɛkt
respective	ɹᵻspˈɛktɪv
respectively	ɹᵻspˈɛktɪvli
respiratory	ɹˈɛspɹətˌɔːɹi
respond	ɹᵻspˈɑːnd
responded	ɹᵻspˈɑːndᵻd
respondent	ɹᵻspˈɑːndənt
respondents	ɹᵻspˈɑːndənts
response	ɹᵻspˈɑːns
responses	ɹᵻspˈɑːnsᵻz
responsibilities	ɹᵻspˌɑːnsəbˈɪlᵻɾiz
responsibility	ɹᵻspˌɑːnsəbˈɪlᵻɾi
responsible	ɹᵻspˈɑːnsᵻbəl
rest	ɹˈɛst
restaurant	ɹˈɛstɹɑːnt
restaurants	ɹˈɛstɹɑːnts
restoration	ɹˌɛstɚɹˈeɪʃən
restore	ɹᵻstˈɔːɹ
restricted	ɹᵻstɹˈɪktᵻd
restriction	ɹᵻstɹˈɪkʃən
restrictions	ɹᵻstɹˈɪkʃənz
result	ɹɪzˈʌlt
resulted	ɹɪzˈʌltᵻd
resulting	ɹɪzˈʌltɪŋ
results	ɹɪzˈʌlts
resume	ɹᵻzˈuːm
retail	ɹˈiːteɪl
retailer	ɹˈiːteɪlɚ
retailers	ɹˈiːteɪlɚz
retain	ɹᵻtˈeɪn
retention	ɹᵻtˈɛnʃən
retired	ɹᵻtˈaɪɚd
retirement	ɹᵻtˈaɪɚmənt
retrieved	ɹᵻtɹˈiːvd
retro	ɹˌɛtɹoʊ
return	ɹᵻtˈɜːn
returned	ɹᵻtˈɜːnd
returning	ɹᵻtˈɜːnɪŋ
returns	ɹᵻtˈɜːnz
reunion	ɹˌiːjˈuːniən
reuters	ɹˈɔɪɾɚz
rev	ɹˈɛv
reveal	ɹᵻvˈiːl
revealed	ɹᵻvˈiːld
revenue	ɹˈɛvənˌuː
revenues	ɹˈɛvənˌuːz
reverse	ɹᵻvˈɜːs
review	ɹᵻvjˈuː
reviewed	ɹᵻvjˈuːd
reviewer	ɹᵻvjˈuːɚ
reviews	ɹᵻvjˈuːz
revised	ɹᵻvˈaɪzd
revision	ɹᵻvˈɪʒən
revolution	ɹˌɛvəlˈuːʃən
reward	ɹᵻwˈɔːɹd
rewards	ɹᵻwˈɔːɹdz
rf	ˌɑːɹɹˈɛf
rfc	ˌɑːɹɹˌɛfsˈiː
rh	ˌɑːɹɹˈeɪtʃ
rhode	ɹˈoʊd
ri	ɹˈaɪ
ribbon	ɹˈɪbən
rica	ɹˈiːkə
rice	ɹˈaɪs
rich	ɹˈɪtʃ
richard	ɹˈɪtʃɚd
richmond	ɹˈɪtʃmənd
rick	ɹˈɪk
rico	ɹˈiːkoʊ
rid	ɹˈɪd
ride	ɹˈaɪd
rider	ɹˈaɪdɚ
ridge	ɹˈɪdʒ
riding	ɹˈaɪdɪŋ
right	ɹˈaɪt
rights	ɹˈaɪts
rim	ɹˈɪm
ring	ɹˈɪŋ
rings	ɹˈɪŋz
ringtone	ɹˈɪŋtoʊn
ringtones	ɹˈɪŋtoʊnz
rio	ɹˈiːoʊ
rip	ɹˈɪp
ripe	ɹˈaɪp
rise	ɹˈaɪz
rising	ɹˈaɪzɪŋ
risk	ɹˈɪsk
risks	ɹˈɪsks
river	ɹˈɪvɚ
rivers	ɹˈɪvɚz
riverside	ɹˈɪvɚsˌaɪd
rm	ˌɑːɹɹˈɛm
rn	ˌɑːɹɹˈɛn
rna	ˌɑːɹɹˌɛnˈeɪ
road	ɹˈoʊd
roads	ɹˈoʊdz
rob	ɹˈɑːb
robert	ɹˈɑːbɚt
roberts	ɹˈɑːbɚts
robin	ɹˈɑːbɪn
robinson	ɹˈɑːbɪnsən
robot	ɹˈoʊbɑːt
robust	ɹoʊbˈʌst
rochester	ɹˈɑːtʃɛstɚ
rock	ɹˈɑːk
rocket	ɹˈɑːkɪt
rocks	ɹˈɑːks
rocky	ɹˈɑːki
rod	ɹˈɑːd
roger	ɹˈɑːdʒɚ
rogers	ɹˈɑːdʒɚz
role	ɹˈoʊl
roles	ɹˈoʊlz
roll	ɹˈoʊl
roller	ɹˈoʊlɚ
rolling	ɹˈoʊlɪŋ
rolls	ɹˈoʊlz
rom	ɹˈɑːm
roman	ɹˈoʊmən
romance	ɹoʊmˈæns
romania	ɹoʊmˈeɪniə
romantic	ɹoʊmˈæntɪk
rome	ɹˈoʊm
ron	ɹˈɑːn
ronald	ɹˈɑːnəld
roof	ɹˈuːf
room	ɹˈuːm
rooms	ɹˈuːmz
root	ɹˈuːt
roots	ɹˈuːts
rose	ɹˈoʊz
roses	ɹˈoʊzᵻz
ross	ɹˈɔs
roster	ɹˈɑːstɚ
rotation	ɹoʊtˈeɪʃən
rough	ɹˈʌf
roulette	ɹuːlˈɛt
round	ɹˈaʊnd
route	ɹˈaʊt
router	ɹˈaʊɾɚ
routers	ɹˈaʊɾɚz
routes	ɹˈaʊts
routine	ɹuːtˈiːn
routing	ɹˈaʊɾɪŋ
rover	ɹˈoʊvɚ
row	ɹˈoʊ
rows	ɹˈoʊz
roy	ɹˈɔɪ
royal	ɹˈɔɪəl
royalty	ɹˈɔɪəlɾi
rpg	ˌɑːɹpˌiːdʒˈiː
rpm	ˌɑːɹpˌiːˈɛm
rr	ˌɑːɹɹˈɑːɹ
rrp	ˌɑːɹɹˌɑːɹpˈiː
rs	ˌɑːɹɹˈɛs
rss	ˌɑːɹɹˌɛsˈɛs
rt	ˌɑːɹtˈiː
rubber	ɹˈʌbɚ
ruby	ɹˈuːbi
rugby	ɹˈʌɡbi
rugs	ɹˈʌɡz
rule	ɹˈuːl
rules	ɹˈuːlz
ruling	ɹˈuːlɪŋ
run	ɹˈʌn
runner	ɹˈʌnɚ
running	ɹˈʌnɪŋ
runs	ɹˈʌnz
rural	ɹˈʊɹɹəl
rush	ɹˈʌʃ
russell	ɹˈʌsəl
russia	ɹˈʌʃə
russian	ɹˈʌʃən
ruth	ɹˈuːθ
rv	ˌɑːɹvˈiː
rw	ˌɑːɹdˈʌbəljˌuː
rx	ˌɑːɹɹˈɛks
ryan	ɹˈaɪən
s	ˈɛs
sa	sˈɑː
sacramento	sˌækɹəmˈɛntoʊ
sacred	sˈeɪkɹɪd
sad	sˈæd
saddam	sˈædəm
safari	sɐfˈɑːɹɹi
safe	sˈeɪf
safely	sˈeɪfli
safety	sˈeɪfti
sage	sˈeɪdʒ
said	sˈɛd
sailing	sˈeɪlɪŋ
saint	sˈeɪnt
salad	sˈæləd
salary	sˈælɚɹi
sale	sˈeɪl
salem	sˈeɪləm
sales	sˈeɪlz
